,loss,mae,val_loss,val_mae
0,1974.9931640625,32.00103759765625,1725.307373046875,30.530672073364258
1,1435.80419921875,27.854555130004883,1073.253662109375,24.3433895111084
2,785.5450439453125,20.43968391418457,454.6620788574219,15.793729782104492
3,285.0878601074219,11.641473770141602,100.28585815429688,7.140336036682129
4,74.56499481201172,5.3820648193359375,14.504049301147461,2.4319705963134766
5,32.51547622680664,3.406809091567993,6.893268585205078,1.5347065925598145
6,28.941417694091797,3.211725950241089,4.176205158233643,1.1349561214447021
7,26.995479583740234,3.1168484687805176,4.173395156860352,1.0570818185806274
8,26.881622314453125,3.1113061904907227,4.517500400543213,1.1880748271942139
9,26.338315963745117,3.0982985496520996,3.5970993041992188,1.0797053575515747
10,24.086545944213867,2.9347517490386963,3.428999662399292,1.0188597440719604
11,23.797189712524414,2.944331645965576,3.134495258331299,0.9799721240997314
12,24.173664093017578,2.904141426086426,3.212610960006714,0.9236235022544861
13,25.107858657836914,3.0008513927459717,2.7934460639953613,0.9555169939994812
14,25.43824577331543,2.9899795055389404,2.643159866333008,0.8822374939918518
15,24.35234260559082,2.943619966506958,2.9321110248565674,0.8984392881393433
16,25.31722640991211,3.006330728530884,2.372828960418701,0.8516205549240112
17,23.50641441345215,2.88364839553833,2.1957387924194336,0.8107839226722717
18,23.213775634765625,2.8549346923828125,2.8387279510498047,0.893963098526001
19,24.678110122680664,2.9533517360687256,2.4075870513916016,0.8559865951538086
20,23.845294952392578,2.8788390159606934,2.5630123615264893,0.868568480014801
21,23.700153350830078,2.8846633434295654,3.3198022842407227,1.0702447891235352
22,22.533735275268555,2.8077945709228516,2.359468936920166,0.8378995060920715
23,21.046058654785156,2.7270212173461914,2.151146411895752,0.7857804894447327
24,21.725862503051758,2.8144829273223877,1.923608422279358,0.7498209476470947
25,23.225988388061523,2.8875677585601807,2.216501474380493,0.7946707606315613
26,22.486347198486328,2.833674669265747,3.3783228397369385,0.8693157434463501
27,25.086997985839844,2.990161657333374,2.2995808124542236,0.7682800889015198
28,22.426315307617188,2.8108694553375244,2.65224027633667,0.8755451440811157
29,23.166210174560547,2.854599714279175,2.027824878692627,0.7226842045783997
30,24.617767333984375,2.9729249477386475,1.932031512260437,0.7312995791435242
31,22.31553077697754,2.807654619216919,3.666903257369995,1.0718629360198975
32,22.078371047973633,2.7903928756713867,1.8970414400100708,0.7607561945915222
33,24.417478561401367,2.916775941848755,2.1913790702819824,0.7794137001037598
34,22.432693481445312,2.8185393810272217,2.588562250137329,0.8159111738204956
35,21.952905654907227,2.7693746089935303,1.9519764184951782,0.7555369734764099
36,19.858596801757812,2.6227447986602783,1.758170247077942,0.6865582466125488
37,19.833406448364258,2.6544504165649414,2.1195902824401855,0.7589150667190552
38,22.921669006347656,2.8220722675323486,1.9471690654754639,0.7531425952911377
39,22.468963623046875,2.839297294616699,1.83017897605896,0.7223003506660461
40,21.259536743164062,2.739786386489868,1.6616489887237549,0.665535569190979
41,23.29258155822754,2.8598577976226807,1.7367603778839111,0.6835429668426514
42,22.86844825744629,2.826920509338379,1.7545158863067627,0.7044514417648315
43,23.22564697265625,2.8458714485168457,1.72012197971344,0.6697176694869995
44,24.213764190673828,2.8987209796905518,2.188464403152466,0.8312604427337646
45,21.145837783813477,2.717489004135132,2.005678176879883,0.7030901312828064
46,22.545255661010742,2.843123197555542,1.8076202869415283,0.7202520370483398
47,22.769824981689453,2.83257794380188,1.575995683670044,0.6538364291191101
48,21.26542854309082,2.7191760540008545,2.3122856616973877,0.8189654350280762
49,19.893817901611328,2.6259002685546875,2.5243337154388428,0.7793012857437134
50,21.22340202331543,2.7507431507110596,1.6343756914138794,0.7097223997116089
51,21.924570083618164,2.7877094745635986,1.6924859285354614,0.6681698560714722
52,22.706653594970703,2.834134817123413,1.7744476795196533,0.7092254161834717
53,22.060684204101562,2.8210880756378174,1.6393989324569702,0.6519008278846741
54,23.45680809020996,2.8575398921966553,2.0385589599609375,0.7497097253799438
55,20.720497131347656,2.6907832622528076,1.596463680267334,0.657587468624115
56,22.810138702392578,2.8346707820892334,2.2621965408325195,0.7216108441352844
57,19.687274932861328,2.631772518157959,1.876785397529602,0.7028717398643494
58,20.625953674316406,2.715833902359009,2.277790069580078,0.810088574886322
59,21.32329750061035,2.7338485717773438,1.844725251197815,0.7543559670448303
60,22.984590530395508,2.8189737796783447,2.265209674835205,0.8555185198783875
61,22.27777671813965,2.7901852130889893,1.6251310110092163,0.6638321280479431
62,19.265352249145508,2.5764548778533936,2.139309883117676,0.8105325698852539
